>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     65117 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
 566   1  -4 -22   1   1   1
 567   2  -4 -22   1   1   1
 568   3  -4 -22   1   1   1
 569   4  -4 -22   1   1   1
 570   5  -4 -22   1   1   1
 571   6  -4 -22   1   1   1
 572   7  -4 -22   1   1   1
 573   8  -4 -22   1   1   1
 574   9  -4 -22   1   1   1
 575  10  -4 -22   1   1   1
 576  11  -4 -22   1   1   1
 577 -11  -3 -22   1   1   1
 578 -10  -3 -22   1   1   1
 579  -9  -3 -22   1   1   1
 580  -8  -3 -22   1   1   1
 581  -7  -3 -22   1   1   1
 582  -6  -3 -22   1   1   1
 583  -5  -3 -22   1   1   1
 584  -4  -3 -22   1   1   1
 585  -3  -3 -22   1   1   1
 586  -2  -3 -22   1   1   1
 587  -1  -3 -22   1   1   1
 588   0  -3 -22   1   1   1
 589   1  -3 -22   1   1   1
 590   2  -3 -22   1   1   1
 591   3  -3 -22   1   1   1
 592   4  -3 -22   1   1   1
 593   5  -3 -22   1   1   1
 594   6  -3 -22   1   1   1
 595   7  -3 -22   1   1   1
 596   8  -3 -22   1   1   1
 597   9  -3 -22   1   1   1
 598  10  -3 -22   1   1   1
 599  11  -3 -22   1   1   1
 600 -11  -2 -22   1   1   1
 601 -10  -2 -22   1   1   1
 602  -9  -2 -22   1   1   1
 603  -8  -2 -22   1   1   1
 604  -7  -2 -22   1   1   1
 605  -6  -2 -22   1   1   1
 606  -5  -2 -22   1   1   1
 607  -4  -2 -22   1   1   1
 608  -3  -2 -22   1   1   1
 609  -2  -2 -22   1   1   1
 610  -1  -2 -22   1   1   1
 611   0  -2 -22   1   1   1
 612   1  -2 -22   1   1   1
 613   2  -2 -22   1   1   1
 614   3  -2 -22   1   1   1
 615   4  -2 -22   1   1   1
 616   5  -2 -22   1   1   1
 617   6  -2 -22   1   1   1
 618   7  -2 -22   1   1   1
 619   8  -2 -22   1   1   1
 620   9  -2 -22   1   1   1
 621  10  -2 -22   1   1   1
 622  11  -2 -22   1   1   1
 623 -11  -1 -22   1   1   1
 624 -10  -1 -22   1   1   1
 625  -9  -1 -22   1   1   1
 626  -8  -1 -22   1   1   1
 627  -7  -1 -22   1   1   1
 628  -6  -1 -22   1   1   1
 629  -5  -1 -22   1   1   1
 630  -4  -1 -22   1   1   1
 631  -3  -1 -22   1   1   1
 632  -2  -1 -22   1   1   1
 633  -1  -1 -22   1   1   1
 634   0  -1 -22   1   1   1
 635   1  -1 -22   1   1   1
 636   2  -1 -22   1   1   1
 637   3  -1 -22   1   1   1
 638   4  -1 -22   1   1   1
 639   5  -1 -22   1   1   1
 640   6  -1 -22   1   1   1
 641   7  -1 -22   1   1   1
 642   8  -1 -22   1   1   1
 643   9  -1 -22   1   1   1
 644  10  -1 -22   1   1   1
 645  11  -1 -22   1   1   1
 646 -11   0 -22   1   1   1
 647 -10   0 -22   1   1   1
 648  -9   0 -22   1   1   1
 649  -8   0 -22   1   1   1
 650  -7   0 -22   1   1   1
 651  -6   0 -22   1   1   1
 652  -5   0 -22   1   1   1
 653  -4   0 -22   1   1   1
 654  -3   0 -22   1   1   1
 655  -2   0 -22   1   1   1
 656  -1   0 -22   1   1   1
 657   0   0 -22   1   1   1
 658   1   0 -22   1   1   1
 659   2   0 -22   1   1   1
 660   3   0 -22   1   1   1
 661   4   0 -22   1   1   1
 662   5   0 -22   1   1   1
 663   6   0 -22   1   1   1
 664   7   0 -22   1   1   1
 665   8   0 -22   1   1   1
 666   9   0 -22   1   1   1
 667  10   0 -22   1   1   1
 668  11   0 -22   1   1   1
 669 -11   1 -22   1   1   1
 670 -10   1 -22   1   1   1
 671  -9   1 -22   1   1   1
 672  -8   1 -22   1   1   1
 673  -7   1 -22   1   1   1
 674  -6   1 -22   1   1   1
 675  -5   1 -22   1   1   1
 676  -4   1 -22   1   1   1
 677  -3   1 -22   1   1   1
 678  -2   1 -22   1   1   1
 679  -1   1 -22   1   1   1
 680   0   1 -22   1   1   1
 681   1   1 -22   1   1   1
 682   2   1 -22   1   1   1
 683   3   1 -22   1   1   1
 684   4   1 -22   1   1   1
 685   5   1 -22   1   1   1
 686   6   1 -22   1   1   1
 687   7   1 -22   1   1   1
 688   8   1 -22   1   1   1
 689   9   1 -22   1   1   1
 690  10   1 -22   1   1   1
 691  11   1 -22   1   1   1
 692 -11   2 -22   1   1   1
 693 -10   2 -22   1   1   1
 694  -9   2 -22   1   1   1
 695  -8   2 -22   1   1   1
 696  -7   2 -22   1   1   1
 697  -6   2 -22   1   1   1
 698  -5   2 -22   1   1   1
 699  -4   2 -22   1   1   1
 700  -3   2 -22   1   1   1
 701  -2   2 -22   1   1   1
 702  -1   2 -22   1   1   1
 703   0   2 -22   1   1   1
 704   1   2 -22   1   1   1
 705   2   2 -22   1   1   1
 706   3   2 -22   1   1   1
 707   4   2 -22   1   1   1
 708   5   2 -22   1   1   1
 709   6   2 -22   1   1   1
 710   7   2 -22   1   1   1
 711   8   2 -22   1   1   1
 712   9   2 -22   1   1   1
 713  10   2 -22   1   1   1
 714  11   2 -22   1   1   1
 715 -11   3 -22   1   1   1
 716 -10   3 -22   1   1   1
 717  -9   3 -22   1   1   1
 718  -8   3 -22   1   1   1
 719  -7   3 -22   1   1   1
 720  -6   3 -22   1   1   1
 721  -5   3 -22   1   1   1
 722  -4   3 -22   1   1   1
 723  -3   3 -22   1   1   1
 724  -2   3 -22   1   1   1
 725  -1   3 -22   1   1   1
 726   0   3 -22   1   1   1
 727   1   3 -22   1   1   1
 728   2   3 -22   1   1   1
 729   3   3 -22   1   1   1
 730   4   3 -22   1   1   1
 731   5   3 -22   1   1   1
 732   6   3 -22   1   1   1
 733   7   3 -22   1   1   1
 734   8   3 -22   1   1   1
 735   9   3 -22   1   1   1
 736  10   3 -22   1   1   1
 737  11   3 -22   1   1   1
 738 -11   4 -22   1   1   1
 739 -10   4 -22   1   1   1
 740  -9   4 -22   1   1   1
 741  -8   4 -22   1   1   1
 742  -7   4 -22   1   1   1
 743  -6   4 -22   1   1   1
 744  -5   4 -22   1   1   1
 745  -4   4 -22   1   1   1
 746  -3   4 -22   1   1   1
 747  -2   4 -22   1   1   1
 748  -1   4 -22   1   1   1
 749   0   4 -22   1   1   1
 750   1   4 -22   1   1   1
 751   2   4 -22   1   1   1
 752   3   4 -22   1   1   1
 753   4   4 -22   1   1   1
 754   5   4 -22   1   1   1
 755   6   4 -22   1   1   1
 756   7   4 -22   1   1   1
 757   8   4 -22   1   1   1
