>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     75999 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
35320 -12 -10  19   2   2   2
35321 -11 -10  19   2   2   2
35322 -10 -10  19   2   2   2
35323  -9 -10  19   2   2   2
35324  -8 -10  19   2   2   2
35325  -7 -10  19   2   2   2
35326  -6 -10  19   2   2   2
35327  -5 -10  19   2   2   2
35328  -4 -10  19   2   2   2
35329  -3 -10  19   2   2   2
35330  -2 -10  19   2   2   2
35331  -1 -10  19   2   2   2
35332   0 -10  19   2   2   2
35333   1 -10  19   2   2   2
35334   2 -10  19   2   2   2
35335   3 -10  19   2   2   2
35336   4 -10  19   2   2   2
35337   5 -10  19   2   2   2
35338   6 -10  19   2   2   2
35339   7 -10  19   2   2   2
35340   8 -10  19   2   2   2
35341   9 -10  19   2   2   2
35342  10 -10  19   2   2   2
35343  11 -10  19   2   2   2
35344  12 -10  19   2   2   2
35345  13 -10  19   2   2   2
35346  14 -10  19   2   2   2
35347  15 -10  19   2   2   2
35348  16 -10  19   2   2   2
35349  17 -10  19   2   2   2
35350  18 -10  19   2   2   2
35351 -18  -9  19   2   2   2
35352 -17  -9  19   2   2   2
35353 -16  -9  19   2   2   2
35354 -15  -9  19   2   2   2
35355 -14  -9  19   2   2   2
35356 -13  -9  19   2   2   2
35357 -12  -9  19   2   2   2
35358 -11  -9  19   2   2   2
35359 -10  -9  19   2   2   2
35360  -9  -9  19   2   2   2
35361  -8  -9  19   2   2   2
35362  -7  -9  19   2   2   2
35363  -6  -9  19   2   2   2
35364  -5  -9  19   2   2   2
35365  -4  -9  19   2   2   2
35366  -3  -9  19   2   2   2
35367  -2  -9  19   2   2   2
35368  -1  -9  19   2   2   2
35369   0  -9  19   2   2   2
35370   1  -9  19   2   2   2
35371   2  -9  19   2   2   2
35372   3  -9  19   2   2   2
35373   4  -9  19   2   2   2
35374   5  -9  19   2   2   2
35375   6  -9  19   2   2   2
35376   7  -9  19   2   2   2
35377   8  -9  19   2   2   2
35378   9  -9  19   2   2   2
35379  10  -9  19   2   2   2
35380  11  -9  19   2   2   2
35381  12  -9  19   2   2   2
35382  13  -9  19   2   2   2
35383  14  -9  19   2   2   2
35384  15  -9  19   2   2   2
35385  16  -9  19   2   2   2
35386  17  -9  19   2   2   2
35387  18  -9  19   2   2   2
35388 -19  -8  19   2   2   2
35389 -18  -8  19   2   2   2
35390 -17  -8  19   2   2   2
35391 -16  -8  19   2   2   2
35392 -15  -8  19   2   2   2
35393 -14  -8  19   2   2   2
35394 -13  -8  19   2   2   2
35395 -12  -8  19   2   2   2
35396 -11  -8  19   2   2   2
35397 -10  -8  19   2   2   2
35398  -9  -8  19   2   2   2
35399  -8  -8  19   2   2   2
35400  -7  -8  19   2   2   2
35401  -6  -8  19   2   2   2
35402  -5  -8  19   2   2   2
35403  -4  -8  19   2   2   2
35404  -3  -8  19   2   2   2
35405  -2  -8  19   2   2   2
35406  -1  -8  19   2   2   2
35407   0  -8  19   2   2   2
35408   1  -8  19   2   2   2
35409   2  -8  19   2   2   2
35410   3  -8  19   2   2   2
35411   4  -8  19   2   2   2
35412   5  -8  19   2   2   2
35413   6  -8  19   2   2   2
35414   7  -8  19   2   2   2
35415   8  -8  19   2   2   2
35416   9  -8  19   2   2   2
35417  10  -8  19   2   2   2
35418  11  -8  19   2   2   2
35419  12  -8  19   2   2   2
35420  13  -8  19   2   2   2
35421  14  -8  19   2   2   2
35422  15  -8  19   2   2   2
35423  16  -8  19   2   2   2
35424  17  -8  19   2   2   2
35425  18  -8  19   2   2   2
35426  19  -8  19   2   2   2
35427 -19  -7  19   2   2   2
35428 -18  -7  19   2   2   2
35429 -17  -7  19   2   2   2
35430 -16  -7  19   2   2   2
35431 -15  -7  19   2   2   2
35432 -14  -7  19   2   2   2
35433 -13  -7  19   2   2   2
35434 -12  -7  19   2   2   2
35435 -11  -7  19   2   2   2
35436 -10  -7  19   2   2   2
35437  -9  -7  19   2   2   2
35438  -8  -7  19   2   2   2
35439  -7  -7  19   2   2   2
35440  -6  -7  19   2   2   2
35441  -5  -7  19   2   2   2
35442  -4  -7  19   2   2   2
35443  -3  -7  19   2   2   2
35444  -2  -7  19   2   2   2
35445  -1  -7  19   2   2   2
35446   0  -7  19   2   2   2
35447   1  -7  19   2   2   2
35448   2  -7  19   2   2   2
35449   3  -7  19   2   2   2
35450   4  -7  19   2   2   2
35451   5  -7  19   2   2   2
35452   6  -7  19   2   2   2
35453   7  -7  19   2   2   2
35454   8  -7  19   2   2   2
35455   9  -7  19   2   2   2
35456  10  -7  19   2   2   2
35457  11  -7  19   2   2   2
35458  12  -7  19   2   2   2
35459  13  -7  19   2   2   2
35460  14  -7  19   2   2   2
35461  15  -7  19   2   2   2
35462  16  -7  19   2   2   2
35463  17  -7  19   2   2   2
35464  18  -7  19   2   2   2
35465  19  -7  19   2   2   2
35466 -20  -6  19   2   2   2
35467 -19  -6  19   2   2   2
35468 -18  -6  19   2   2   2
35469 -17  -6  19   2   2   2
35470 -16  -6  19   2   2   2
35471 -15  -6  19   2   2   2
35472 -14  -6  19   2   2   2
35473 -13  -6  19   2   2   2
35474 -12  -6  19   2   2   2
35475 -11  -6  19   2   2   2
35476 -10  -6  19   2   2   2
35477  -9  -6  19   2   2   2
35478  -8  -6  19   2   2   2
35479  -7  -6  19   2   2   2
35480  -6  -6  19   2   2   2
35481  -5  -6  19   2   2   2
35482  -4  -6  19   2   2   2
35483  -3  -6  19   2   2   2
35484  -2  -6  19   2   2   2
35485  -1  -6  19   2   2   2
35486   0  -6  19   2   2   2
35487   1  -6  19   2   2   2
35488   2  -6  19   2   2   2
35489   3  -6  19   2   2   2
35490   4  -6  19   2   2   2
35491   5  -6  19   2   2   2
35492   6  -6  19   2   2   2
35493   7  -6  19   2   2   2
35494   8  -6  19   2   2   2
35495   9  -6  19   2   2   2
35496  10  -6  19   2   2   2
35497  11  -6  19   2   2   2
35498  12  -6  19   2   2   2
35499  13  -6  19   2   2   2
35500  14  -6  19   2   2   2
35501  15  -6  19   2   2   2
35502  16  -6  19   2   2   2
35503  17  -6  19   2   2   2
35504  18  -6  19   2   2   2
35505  19  -6  19   2   2   2
35506  20  -6  19   2   2   2
35507 -21  -5  19   2   2   2
35508 -20  -5  19   2   2   2
35509 -19  -5  19   2   2   2
35510 -18  -5  19   2   2   2
35511 -17  -5  19   2   2   2
35512 -16  -5  19   2   2   2
35513 -15  -5  19   2   2   2
35514 -14  -5  19   2   2   2
35515 -13  -5  19   2   2   2
35516 -12  -5  19   2   2   2
35517 -11  -5  19   2   2   2
35518 -10  -5  19   2   2   2
35519  -9  -5  19   2   2   2
35520  -8  -5  19   2   2   2
35521  -7  -5  19   2   2   2
35522  -6  -5  19   2   2   2
35523  -5  -5  19   2   2   2
35524  -4  -5  19   2   2   2
35525  -3  -5  19   2   2   2
35526  -2  -5  19   2   2   2
35527  -1  -5  19   2   2   2
35528   0  -5  19   2   2   2
35529   1  -5  19   2   2   2
35530   2  -5  19   2   2   2
35531   3  -5  19   2   2   2
35532   4  -5  19   2   2   2
35533   5  -5  19   2   2   2
35534   6  -5  19   2   2   2
35535   7  -5  19   2   2   2
35536   8  -5  19   2   2   2
35537   9  -5  19   2   2   2
35538  10  -5  19   2   2   2
35539  11  -5  19   2   2   2
35540  12  -5  19   2   2   2
35541  13  -5  19   2   2   2
35542  14  -5  19   2   2   2
35543  15  -5  19   2   2   2
35544  16  -5  19   2   2   2
35545  17  -5  19   2   2   2
35546  18  -5  19   2   2   2
35547  19  -5  19   2   2   2
35548  20  -5  19   2   2   2
35549  21  -5  19   2   2   2
35550 -21  -4  19   2   2   2
35551 -20  -4  19   2   2   2
35552 -19  -4  19   2   2   2
35553 -18  -4  19   2   2   2
35554 -17  -4  19   2   2   2
35555 -16  -4  19   2   2   2
35556 -15  -4  19   2   2   2
35557 -14  -4  19   2   2   2
35558 -13  -4  19   2   2   2
35559 -12  -4  19   2   2   2
35560 -11  -4  19   2   2   2
35561 -10  -4  19   2   2   2
35562  -9  -4  19   2   2   2
35563  -8  -4  19   2   2   2
35564  -7  -4  19   2   2   2
35565  -6  -4  19   2   2   2
35566  -5  -4  19   2   2   2
35567  -4  -4  19   2   2   2
35568  -3  -4  19   2   2   2
35569  -2  -4  19   2   2   2
35570  -1  -4  19   2   2   2
35571   0  -4  19   2   2   2
35572   1  -4  19   2   2   2
35573   2  -4  19   2   2   2
35574   3  -4  19   2   2   2
35575   4  -4  19   2   2   2
35576   5  -4  19   2   2   2
35577   6  -4  19   2   2   2
35578   7  -4  19   2   2   2
35579   8  -4  19   2   2   2
35580   9  -4  19   2   2   2
35581  10  -4  19   2   2   2
35582  11  -4  19   2   2   2
35583  12  -4  19   2   2   2
35584  13  -4  19   2   2   2
35585  14  -4  19   2   2   2
35586  15  -4  19   2   2   2
35587  16  -4  19   2   2   2
35588  17  -4  19   2   2   2
35589  18  -4  19   2   2   2
35590  19  -4  19   2   2   2
35591  20  -4  19   2   2   2
35592  21  -4  19   2   2   2
35593 -22  -3  19   2   2   2
35594 -21  -3  19   2   2   2
35595 -20  -3  19   2   2   2
35596 -19  -3  19   2   2   2
35597 -18  -3  19   2   2   2
35598 -17  -3  19   2   2   2
35599 -16  -3  19   2   2   2
35600 -15  -3  19   2   2   2
35601 -14  -3  19   2   2   2
35602 -13  -3  19   2   2   2
35603 -12  -3  19   2   2   2
35604 -11  -3  19   2   2   2
35605 -10  -3  19   2   2   2
35606  -9  -3  19   2   2   2
35607  -8  -3  19   2   2   2
35608  -7  -3  19   2   2   2
35609  -6  -3  19   2   2   2
35610  -5  -3  19   2   2   2
35611  -4  -3  19   2   2   2
35612  -3  -3  19   2   2   2
35613  -2  -3  19   2   2   2
35614  -1  -3  19   2   2   2
35615   0  -3  19   2   2   2
35616   1  -3  19   2   2   2
35617   2  -3  19   2   2   2
35618   3  -3  19   2   2   2
35619   4  -3  19   2   2   2
35620   5  -3  19   2   2   2
35621   6  -3  19   2   2   2
35622   7  -3  19   2   2   2
35623   8  -3  19   2   2   2
35624   9  -3  19   2   2   2
35625  10  -3  19   2   2   2
35626  11  -3  19   2   2   2
35627  12  -3  19   2   2   2
35628  13  -3  19   2   2   2
35629  14  -3  19   2   2   2
35630  15  -3  19   2   2   2
35631  16  -3  19   2   2   2
35632  17  -3  19   2   2   2
35633  18  -3  19   2   2   2
35634  19  -3  19   2   2   2
35635  20  -3  19   2   2   2
35636  21  -3  19   2   2   2
35637  22  -3  19   2   2   2
35638 -22  -2  19   2   2   2
35639 -21  -2  19   2   2   2
35640 -20  -2  19   2   2   2
35641 -19  -2  19   2   2   2
35642 -18  -2  19   2   2   2
35643 -17  -2  19   2   2   2
35644 -16  -2  19   2   2   2
35645 -15  -2  19   2   2   2
35646 -14  -2  19   2   2   2
35647 -13  -2  19   2   2   2
35648 -12  -2  19   2   2   2
35649 -11  -2  19   2   2   2
35650 -10  -2  19   2   2   2
35651  -9  -2  19   2   2   2
35652  -8  -2  19   2   2   2
35653  -7  -2  19   2   2   2
35654  -6  -2  19   2   2   2
35655  -5  -2  19   2   2   2
35656  -4  -2  19   2   2   2
35657  -3  -2  19   2   2   2
35658  -2  -2  19   2   2   2
35659  -1  -2  19   2   2   2
35660   0  -2  19   2   2   2
35661   1  -2  19   2   2   2
35662   2  -2  19   2   2   2
35663   3  -2  19   2   2   2
35664   4  -2  19   2   2   2
35665   5  -2  19   2   2   2
35666   6  -2  19   2   2   2
35667   7  -2  19   2   2   2
35668   8  -2  19   2   2   2
35669   9  -2  19   2   2   2
35670  10  -2  19   2   2   2
35671  11  -2  19   2   2   2
35672  12  -2  19   2   2   2
35673  13  -2  19   2   2   2
35674  14  -2  19   2   2   2
35675  15  -2  19   2   2   2
35676  16  -2  19   2   2   2
35677  17  -2  19   2   2   2
35678  18  -2  19   2   2   2
35679  19  -2  19   2   2   2
35680  20  -2  19   2   2   2
35681  21  -2  19   2   2   2
35682  22  -2  19   2   2   2
35683 -23  -1  19   2   2   2
35684 -22  -1  19   2   2   2
35685 -21  -1  19   2   2   2
35686 -20  -1  19   2   2   2
35687 -19  -1  19   2   2   2
35688 -18  -1  19   2   2   2
35689 -17  -1  19   2   2   2
35690 -16  -1  19   2   2   2
35691 -15  -1  19   2   2   2
35692 -14  -1  19   2   2   2
35693 -13  -1  19   2   2   2
35694 -12  -1  19   2   2   2
35695 -11  -1  19   2   2   2
35696 -10  -1  19   2   2   2
35697  -9  -1  19   2   2   2
35698  -8  -1  19   2   2   2
35699  -7  -1  19   2   2   2
35700  -6  -1  19   2   2   2
35701  -5  -1  19   2   2   2
35702  -4  -1  19   2   2   2
35703  -3  -1  19   2   2   2
35704  -2  -1  19   2   2   2
35705  -1  -1  19   2   2   2
35706   0  -1  19   2   2   2
35707   1  -1  19   2   2   2
35708   2  -1  19   2   2   2
35709   3  -1  19   2   2   2
35710   4  -1  19   2   2   2
35711   5  -1  19   2   2   2
35712   6  -1  19   2   2   2
35713   7  -1  19   2   2   2
35714   8  -1  19   2   2   2
35715   9  -1  19   2   2   2
35716  10  -1  19   2   2   2
35717  11  -1  19   2   2   2
35718  12  -1  19   2   2   2
35719  13  -1  19   2   2   2
35720  14  -1  19   2   2   2
35721  15  -1  19   2   2   2
35722  16  -1  19   2   2   2
35723  17  -1  19   2   2   2
35724  18  -1  19   2   2   2
35725  19  -1  19   2   2   2
35726  20  -1  19   2   2   2
35727  21  -1  19   2   2   2
35728  22  -1  19   2   2   2
35729  23  -1  19   2   2   2
35730 -23   0  19   2   2   2
35731 -22   0  19   2   2   2
35732 -21   0  19   2   2   2
35733 -20   0  19   2   2   2
35734 -19   0  19   2   2   2
35735 -18   0  19   2   2   2
35736 -17   0  19   2   2   2
35737 -16   0  19   2   2   2
35738 -15   0  19   2   2   2
35739 -14   0  19   2   2   2
35740 -13   0  19   2   2   2
35741 -12   0  19   2   2   2
35742 -11   0  19   2   2   2
35743 -10   0  19   2   2   2
35744  -9   0  19   2   2   2
35745  -8   0  19   2   2   2
35746  -7   0  19   2   2   2
35747  -6   0  19   2   2   2
35748  -5   0  19   2   2   2
35749  -4   0  19   2   2   2
35750  -3   0  19   2   2   2
35751  -2   0  19   2   2   2
35752  -1   0  19   2   2   2
35753   0   0  19   2   2   2
35754   1   0  19   2   2   2
35755   2   0  19   2   2   2
35756   3   0  19   2   2   2
35757   4   0  19   2   2   2
35758   5   0  19   2   2   2
35759   6   0  19   2   2   2
35760   7   0  19   2   2   2
35761   8   0  19   2   2   2
35762   9   0  19   2   2   2
35763  10   0  19   2   2   2
35764  11   0  19   2   2   2
35765  12   0  19   2   2   2
35766  13   0  19   2   2   2
35767  14   0  19   2   2   2
35768  15   0  19   2   2   2
35769  16   0  19   2   2   2
35770  17   0  19   2   2   2
35771  18   0  19   2   2   2
35772  19   0  19   2   2   2
35773  20   0  19   2   2   2
35774  21   0  19   2   2   2
35775  22   0  19   2   2   2
35776  23   0  19   2   2   2
35777 -10 -23  20   2   2   2
35778  -9 -23  20   2   2   2
35779  -8 -23  20   2   2   2
35780  -7 -23  20   2   2   2
35781  -6 -23  20   2   2   2
35782  -5 -23  20   2   2   2
35783  -4 -23  20   2   2   2
35784  -3 -23  20   2   2   2
35785  -2 -23  20   2   2   2
35786  -1 -23  20   2   2   2
35787   0 -23  20   2   2   2
35788   1 -23  20   2   2   2
35789   2 -23  20   2   2   2
35790   3 -23  20   2   2   2
35791   4 -23  20   2   2   2
35792   5 -23  20   2   2   2
35793   6 -23  20   2   2   2
35794   7 -23  20   2   2   2
35795   8 -23  20   2   2   2
35796   9 -23  20   2   2   2
35797  10 -23  20   2   2   2
35798 -11 -22  20   2   2   2
35799 -10 -22  20   2   2   2
35800  -9 -22  20   2   2   2
35801  -8 -22  20   2   2   2
35802  -7 -22  20   2   2   2
35803  -6 -22  20   2   2   2
35804  -5 -22  20   2   2   2
35805  -4 -22  20   2   2   2
35806  -3 -22  20   2   2   2
35807  -2 -22  20   2   2   2
35808  -1 -22  20   2   2   2
35809   0 -22  20   2   2   2
35810   1 -22  20   2   2   2
35811   2 -22  20   2   2   2
35812   3 -22  20   2   2   2
35813   4 -22  20   2   2   2
35814   5 -22  20   2   2   2
35815   6 -22  20   2   2   2
35816   7 -22  20   2   2   2
35817   8 -22  20   2   2   2
35818   9 -22  20   2   2   2
35819  10 -22  20   2   2   2
35820  11 -22  20   2   2   2
35821 -11 -21  20   2   2   2
35822 -10 -21  20   2   2   2
35823  -9 -21  20   2   2   2
35824  -8 -21  20   2   2   2
35825  -7 -21  20   2   2   2
35826  -6 -21  20   2   2   2
35827  -5 -21  20   2   2   2
35828  -4 -21  20   2   2   2
35829  -3 -21  20   2   2   2
35830  -2 -21  20   2   2   2
35831  -1 -21  20   2   2   2
35832   0 -21  20   2   2   2
35833   1 -21  20   2   2   2
35834   2 -21  20   2   2   2
35835   3 -21  20   2   2   2
35836   4 -21  20   2   2   2
35837   5 -21  20   2   2   2
35838   6 -21  20   2   2   2
35839   7 -21  20   2   2   2
35840   8 -21  20   2   2   2
35841   9 -21  20   2   2   2
35842  10 -21  20   2   2   2
35843  11 -21  20   2   2   2
35844 -12 -20  20   2   2   2
35845 -11 -20  20   2   2   2
35846 -10 -20  20   2   2   2
35847  -9 -20  20   2   2   2
35848  -8 -20  20   2   2   2
35849  -7 -20  20   2   2   2
35850  -6 -20  20   2   2   2
35851  -5 -20  20   2   2   2
35852  -4 -20  20   2   2   2
35853  -3 -20  20   2   2   2
35854  -2 -20  20   2   2   2
35855  -1 -20  20   2   2   2
35856   0 -20  20   2   2   2
35857   1 -20  20   2   2   2
35858   2 -20  20   2   2   2
35859   3 -20  20   2   2   2
35860   4 -20  20   2   2   2
35861   5 -20  20   2   2   2
35862   6 -20  20   2   2   2
35863   7 -20  20   2   2   2
35864   8 -20  20   2   2   2
35865   9 -20  20   2   2   2
35866  10 -20  20   2   2   2
35867  11 -20  20   2   2   2
35868  12 -20  20   2   2   2
35869 -13 -19  20   2   2   2
35870 -12 -19  20   2   2   2
35871 -11 -19  20   2   2   2
35872 -10 -19  20   2   2   2
35873  -9 -19  20   2   2   2
35874  -8 -19  20   2   2   2
35875  -7 -19  20   2   2   2
35876  -6 -19  20   2   2   2
35877  -5 -19  20   2   2   2
35878  -4 -19  20   2   2   2
35879  -3 -19  20   2   2   2
35880  -2 -19  20   2   2   2
35881  -1 -19  20   2   2   2
35882   0 -19  20   2   2   2
35883   1 -19  20   2   2   2
35884   2 -19  20   2   2   2
35885   3 -19  20   2   2   2
35886   4 -19  20   2   2   2
35887   5 -19  20   2   2   2
35888   6 -19  20   2   2   2
35889   7 -19  20   2   2   2
35890   8 -19  20   2   2   2
35891   9 -19  20   2   2   2
35892  10 -19  20   2   2   2
35893  11 -19  20   2   2   2
35894  12 -19  20   2   2   2
35895  13 -19  20   2   2   2
35896 -13 -18  20   2   2   2
35897 -12 -18  20   2   2   2
35898 -11 -18  20   2   2   2
35899 -10 -18  20   2   2   2
35900  -9 -18  20   2   2   2
35901  -8 -18  20   2   2   2
35902  -7 -18  20   2   2   2
35903  -6 -18  20   2   2   2
35904  -5 -18  20   2   2   2
35905  -4 -18  20   2   2   2
35906  -3 -18  20   2   2   2
35907  -2 -18  20   2   2   2
35908  -1 -18  20   2   2   2
35909   0 -18  20   2   2   2
35910   1 -18  20   2   2   2
35911   2 -18  20   2   2   2
35912   3 -18  20   2   2   2
35913   4 -18  20   2   2   2
35914   5 -18  20   2   2   2
35915   6 -18  20   2   2   2
35916   7 -18  20   2   2   2
35917   8 -18  20   2   2   2
35918   9 -18  20   2   2   2
35919  10 -18  20   2   2   2
35920  11 -18  20   2   2   2
35921  12 -18  20   2   2   2
35922  13 -18  20   2   2   2
35923 -14 -17  20   2   2   2
35924 -13 -17  20   2   2   2
35925 -12 -17  20   2   2   2
35926 -11 -17  20   2   2   2
35927 -10 -17  20   2   2   2
35928  -9 -17  20   2   2   2
35929  -8 -17  20   2   2   2
35930  -7 -17  20   2   2   2
35931  -6 -17  20   2   2   2
35932  -5 -17  20   2   2   2
35933  -4 -17  20   2   2   2
35934  -3 -17  20   2   2   2
35935  -2 -17  20   2   2   2
35936  -1 -17  20   2   2   2
35937   0 -17  20   2   2   2
35938   1 -17  20   2   2   2
35939   2 -17  20   2   2   2
35940   3 -17  20   2   2   2
35941   4 -17  20   2   2   2
35942   5 -17  20   2   2   2
35943   6 -17  20   2   2   2
35944   7 -17  20   2   2   2
35945   8 -17  20   2   2   2
35946   9 -17  20   2   2   2
35947  10 -17  20   2   2   2
35948  11 -17  20   2   2   2
35949  12 -17  20   2   2   2
35950  13 -17  20   2   2   2
35951  14 -17  20   2   2   2
35952 -14 -16  20   2   2   2
35953 -13 -16  20   2   2   2
35954 -12 -16  20   2   2   2
35955 -11 -16  20   2   2   2
35956 -10 -16  20   2   2   2
35957  -9 -16  20   2   2   2
35958  -8 -16  20   2   2   2
35959  -7 -16  20   2   2   2
35960  -6 -16  20   2   2   2
35961  -5 -16  20   2   2   2
35962  -4 -16  20   2   2   2
35963  -3 -16  20   2   2   2
35964  -2 -16  20   2   2   2
35965  -1 -16  20   2   2   2
35966   0 -16  20   2   2   2
35967   1 -16  20   2   2   2
35968   2 -16  20   2   2   2
35969   3 -16  20   2   2   2
35970   4 -16  20   2   2   2
35971   5 -16  20   2   2   2
35972   6 -16  20   2   2   2
35973   7 -16  20   2   2   2
35974   8 -16  20   2   2   2
35975   9 -16  20   2   2   2
35976  10 -16  20   2   2   2
35977  11 -16  20   2   2   2
35978  12 -16  20   2   2   2
35979  13 -16  20   2   2   2
35980  14 -16  20   2   2   2
35981 -15 -15  20   2   2   2
35982 -14 -15  20   2   2   2
35983 -13 -15  20   2   2   2
35984 -12 -15  20   2   2   2
35985 -11 -15  20   2   2   2
35986 -10 -15  20   2   2   2
35987  -9 -15  20   2   2   2
35988  -8 -15  20   2   2   2
35989  -7 -15  20   2   2   2
35990  -6 -15  20   2   2   2
35991  -5 -15  20   2   2   2
35992  -4 -15  20   2   2   2
35993  -3 -15  20   2   2   2
35994  -2 -15  20   2   2   2
35995  -1 -15  20   2   2   2
35996   0 -15  20   2   2   2
35997   1 -15  20   2   2   2
35998   2 -15  20   2   2   2
35999   3 -15  20   2   2   2
36000   4 -15  20   2   2   2
36001   5 -15  20   2   2   2
36002   6 -15  20   2   2   2
36003   7 -15  20   2   2   2
36004   8 -15  20   2   2   2
36005   9 -15  20   2   2   2
36006  10 -15  20   2   2   2
36007  11 -15  20   2   2   2
36008  12 -15  20   2   2   2
36009  13 -15  20   2   2   2
36010  14 -15  20   2   2   2
36011  15 -15  20   2   2   2
36012 -15 -14  20   2   2   2
36013 -14 -14  20   2   2   2
36014 -13 -14  20   2   2   2
36015 -12 -14  20   2   2   2
36016 -11 -14  20   2   2   2
36017 -10 -14  20   2   2   2
36018  -9 -14  20   2   2   2
36019  -8 -14  20   2   2   2
36020  -7 -14  20   2   2   2
36021  -6 -14  20   2   2   2
36022  -5 -14  20   2   2   2
36023  -4 -14  20   2   2   2
36024  -3 -14  20   2   2   2
36025  -2 -14  20   2   2   2
36026  -1 -14  20   2   2   2
36027   0 -14  20   2   2   2
36028   1 -14  20   2   2   2
36029   2 -14  20   2   2   2
36030   3 -14  20   2   2   2
36031   4 -14  20   2   2   2
36032   5 -14  20   2   2   2
36033   6 -14  20   2   2   2
36034   7 -14  20   2   2   2
36035   8 -14  20   2   2   2
36036   9 -14  20   2   2   2
36037  10 -14  20   2   2   2
36038  11 -14  20   2   2   2
36039  12 -14  20   2   2   2
36040  13 -14  20   2   2   2
36041  14 -14  20   2   2   2
36042  15 -14  20   2   2   2
36043 -16 -13  20   2   2   2
36044 -15 -13  20   2   2   2
36045 -14 -13  20   2   2   2
36046 -13 -13  20   2   2   2
36047 -12 -13  20   2   2   2
36048 -11 -13  20   2   2   2
36049 -10 -13  20   2   2   2
36050  -9 -13  20   2   2   2
36051  -8 -13  20   2   2   2
36052  -7 -13  20   2   2   2
36053  -6 -13  20   2   2   2
36054  -5 -13  20   2   2   2
36055  -4 -13  20   2   2   2
36056  -3 -13  20   2   2   2
36057  -2 -13  20   2   2   2
36058  -1 -13  20   2   2   2
36059   0 -13  20   2   2   2
36060   1 -13  20   2   2   2
36061   2 -13  20   2   2   2
36062   3 -13  20   2   2   2
36063   4 -13  20   2   2   2
36064   5 -13  20   2   2   2
36065   6 -13  20   2   2   2
36066   7 -13  20   2   2   2
36067   8 -13  20   2   2   2
36068   9 -13  20   2   2   2
36069  10 -13  20   2   2   2
36070  11 -13  20   2   2   2
36071  12 -13  20   2   2   2
36072  13 -13  20   2   2   2
36073  14 -13  20   2   2   2
36074  15 -13  20   2   2   2
36075  16 -13  20   2   2   2
36076 -17 -12  20   2   2   2
36077 -16 -12  20   2   2   2
36078 -15 -12  20   2   2   2
36079 -14 -12  20   2   2   2
36080 -13 -12  20   2   2   2
36081 -12 -12  20   2   2   2
36082 -11 -12  20   2   2   2
36083 -10 -12  20   2   2   2
36084  -9 -12  20   2   2   2
36085  -8 -12  20   2   2   2
36086  -7 -12  20   2   2   2
36087  -6 -12  20   2   2   2
36088  -5 -12  20   2   2   2
36089  -4 -12  20   2   2   2
36090  -3 -12  20   2   2   2
36091  -2 -12  20   2   2   2
36092  -1 -12  20   2   2   2
36093   0 -12  20   2   2   2
36094   1 -12  20   2   2   2
36095   2 -12  20   2   2   2
36096   3 -12  20   2   2   2
36097   4 -12  20   2   2   2
36098   5 -12  20   2   2   2
36099   6 -12  20   2   2   2
36100   7 -12  20   2   2   2
36101   8 -12  20   2   2   2
36102   9 -12  20   2   2   2
36103  10 -12  20   2   2   2
36104  11 -12  20   2   2   2
36105  12 -12  20   2   2   2
36106  13 -12  20   2   2   2
36107  14 -12  20   2   2   2
36108  15 -12  20   2   2   2
36109  16 -12  20   2   2   2
36110  17 -12  20   2   2   2
36111 -17 -11  20   2   2   2
36112 -16 -11  20   2   2   2
36113 -15 -11  20   2   2   2
36114 -14 -11  20   2   2   2
36115 -13 -11  20   2   2   2
36116 -12 -11  20   2   2   2
36117 -11 -11  20   2   2   2
36118 -10 -11  20   2   2   2
36119  -9 -11  20   2   2   2
36120  -8 -11  20   2   2   2
36121  -7 -11  20   2   2   2
36122  -6 -11  20   2   2   2
36123  -5 -11  20   2   2   2
36124  -4 -11  20   2   2   2
36125  -3 -11  20   2   2   2
36126  -2 -11  20   2   2   2
36127  -1 -11  20   2   2   2
36128   0 -11  20   2   2   2
36129   1 -11  20   2   2   2
36130   2 -11  20   2   2   2
36131   3 -11  20   2   2   2
36132   4 -11  20   2   2   2
36133   5 -11  20   2   2   2
36134   6 -11  20   2   2   2
36135   7 -11  20   2   2   2
36136   8 -11  20   2   2   2
36137   9 -11  20   2   2   2
36138  10 -11  20   2   2   2
36139  11 -11  20   2   2   2
36140  12 -11  20   2   2   2
36141  13 -11  20   2   2   2
36142  14 -11  20   2   2   2
36143  15 -11  20   2   2   2
36144  16 -11  20   2   2   2
36145  17 -11  20   2   2   2
36146 -18 -10  20   2   2   2
36147 -17 -10  20   2   2   2
36148 -16 -10  20   2   2   2
36149 -15 -10  20   2   2   2
36150 -14 -10  20   2   2   2
36151 -13 -10  20   2   2   2
36152 -12 -10  20   2   2   2
36153 -11 -10  20   2   2   2
36154 -10 -10  20   2   2   2
36155  -9 -10  20   2   2   2
36156  -8 -10  20   2   2   2
36157  -7 -10  20   2   2   2
