>TARREC   rectangular prism; AX,AY,AZ= 16.0000 32.0000 32.0000
     65117 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -16.50000 -16.50000 -16.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
   JA  IX  IY  IZ ICOMP(x,y,z)
 711  11  -2 -21   2   2   2
 712  12  -2 -21   2   2   2
 713  13  -2 -21   2   2   2
 714 -13  -1 -21   2   2   2
 715 -12  -1 -21   2   2   2
 716 -11  -1 -21   2   2   2
 717 -10  -1 -21   2   2   2
 718  -9  -1 -21   2   2   2
 719  -8  -1 -21   2   2   2
 720  -7  -1 -21   2   2   2
 721  -6  -1 -21   2   2   2
 722  -5  -1 -21   2   2   2
 723  -4  -1 -21   2   2   2
 724  -3  -1 -21   2   2   2
 725  -2  -1 -21   2   2   2
 726  -1  -1 -21   2   2   2
 727   0  -1 -21   2   2   2
 728   1  -1 -21   2   2   2
 729   2  -1 -21   2   2   2
 730   3  -1 -21   2   2   2
 731   4  -1 -21   2   2   2
 732   5  -1 -21   2   2   2
 733   6  -1 -21   2   2   2
 734   7  -1 -21   2   2   2
 735   8  -1 -21   2   2   2
 736   9  -1 -21   2   2   2
 737  10  -1 -21   2   2   2
 738  11  -1 -21   2   2   2
 739  12  -1 -21   2   2   2
 740  13  -1 -21   2   2   2
